104.01.26 18:02 B T:\commy\03-04\1st meeting\DSCF0100-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/1st meeting DSCF0100-vi.jpg
104.01.26 18:02 B T:\commy\03-04\1st meeting\DSCF0101-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/1st meeting DSCF0101-vi.jpg
104.01.26 18:02 B T:\commy\03-04\1st meeting\DSCF0102-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/1st meeting DSCF0102-vi.jpg
104.01.26 18:02 B T:\commy\03-04\1st meeting\DSCF0103-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/1st meeting DSCF0103-vi.jpg
104.01.26 18:02 B T:\commy\03-04\1st meeting\DSCF0104-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/1st meeting DSCF0104-vi.jpg
104.01.26 18:02 B T:\commy\03-04\1st meeting\DSCF0105-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/1st meeting DSCF0105-vi.jpg
104.01.26 18:02 B T:\commy\03-04\1st meeting\DSCF0106-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/1st meeting DSCF0106-vi.jpg
104.01.26 18:02 B T:\commy\03-04\1st meeting\DSCF0107-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/1st meeting DSCF0107-vi.jpg
104.01.26 18:02 B T:\commy\03-04\1st meeting\DSCF0108-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/1st meeting DSCF0108-vi.jpg
104.01.26 18:02 B T:\commy\03-04\1st meeting\DSCF0109-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/1st meeting DSCF0109-vi.jpg
104.01.26 18:02 B T:\commy\03-04\1st meeting\DSCF0110-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/1st meeting DSCF0110-vi.jpg
104.01.26 18:02 B T:\commy\03-04\1st meeting\DSCF0111-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/1st meeting DSCF0111-vi.jpg
104.01.26 18:02 B T:\commy\03-04\1st meeting\DSCF0112-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/1st meeting DSCF0112-vi.jpg
104.01.26 18:02 B T:\commy\03-04\1st meeting\DSCF0113-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/1st meeting DSCF0113-vi.jpg
104.01.26 18:02 B T:\commy\03-04\1st meeting\DSCF0114-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/1st meeting DSCF0114-vi.jpg
104.01.26 18:02 B T:\commy\03-04\1st meeting\DSCF0116-vi copy.gif <--  /ase/studentorganizations/csa/pix/03-04/1st meeting DSCF0116-vi copy.gif
104.01.26 18:02 B T:\commy\03-04\1st meeting\DSCF0116-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/1st meeting DSCF0116-vi.jpg
104.01.26 18:02 B T:\commy\03-04\1st meeting\DSCF0117-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/1st meeting DSCF0117-vi.jpg
104.01.26 18:02 B T:\commy\03-04\1st meeting\DSCF0118-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/1st meeting DSCF0118-vi.jpg
104.01.26 18:02 B T:\commy\03-04\1st meeting\DSCF0119-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/1st meeting DSCF0119-vi.jpg
104.01.26 18:02 B T:\commy\03-04\1st meeting\DSCF0120-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/1st meeting DSCF0120-vi.jpg
104.01.26 18:02 B T:\commy\03-04\1st meeting\DSCF0121-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/1st meeting DSCF0121-vi.jpg
104.01.26 18:02 B T:\commy\03-04\1st meeting\DSCF0122-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/1st meeting DSCF0122-vi.jpg
104.01.26 18:02 B T:\commy\03-04\1st meeting\DSCF0123-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/1st meeting DSCF0123-vi.jpg
104.01.26 18:02 B T:\commy\03-04\1st meeting\DSCF0124-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/1st meeting DSCF0124-vi.jpg
104.01.26 18:02 B T:\commy\03-04\1st meeting\DSCF0125-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/1st meeting DSCF0125-vi.jpg
104.01.26 18:02 B T:\commy\03-04\1st meeting\DSCF0126-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/1st meeting DSCF0126-vi.jpg
104.01.26 18:02 B T:\commy\03-04\1st meeting\DSCF0127-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/1st meeting DSCF0127-vi.jpg
104.01.26 18:02 B T:\commy\03-04\1st meeting\DSCF0128-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/1st meeting DSCF0128-vi.jpg
104.01.26 18:02 B T:\commy\03-04\1st meeting\DSCF0129-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/1st meeting DSCF0129-vi.jpg
104.01.26 18:02 B T:\commy\03-04\1st meeting\DSCF0130-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/1st meeting DSCF0130-vi.jpg
104.01.26 18:28 B T:\commy\03-04\1st meeting\DSCF0100-vi.jpg --> ftp.ase.tufts.edu /ase/studentorganizations/csa/pix/thumbnails/03-04/1st meeting DSCF0100-vi.jpg
104.01.26 18:28 B T:\commy\03-04\1st meeting\DSCF0101-vi.jpg --> ftp.ase.tufts.edu /ase/studentorganizations/csa/pix/thumbnails/03-04/1st meeting DSCF0101-vi.jpg
104.01.26 18:28 B T:\commy\03-04\1st meeting\DSCF0102-vi.jpg --> ftp.ase.tufts.edu /ase/studentorganizations/csa/pix/thumbnails/03-04/1st meeting DSCF0102-vi.jpg
104.01.26 18:28 B T:\commy\03-04\1st meeting\DSCF0103-vi.jpg --> ftp.ase.tufts.edu /ase/studentorganizations/csa/pix/thumbnails/03-04/1st meeting DSCF0103-vi.jpg
104.01.26 18:28 B T:\commy\03-04\1st meeting\DSCF0104-vi.jpg --> ftp.ase.tufts.edu /ase/studentorganizations/csa/pix/thumbnails/03-04/1st meeting DSCF0104-vi.jpg
104.01.26 18:28 B T:\commy\03-04\1st meeting\DSCF0105-vi.jpg --> ftp.ase.tufts.edu /ase/studentorganizations/csa/pix/thumbnails/03-04/1st meeting DSCF0105-vi.jpg
104.01.26 18:28 B T:\commy\03-04\1st meeting\DSCF0106-vi.jpg --> ftp.ase.tufts.edu /ase/studentorganizations/csa/pix/thumbnails/03-04/1st meeting DSCF0106-vi.jpg
104.01.26 18:28 B T:\commy\03-04\1st meeting\DSCF0107-vi.jpg --> ftp.ase.tufts.edu /ase/studentorganizations/csa/pix/thumbnails/03-04/1st meeting DSCF0107-vi.jpg
104.01.26 18:28 B T:\commy\03-04\1st meeting\DSCF0108-vi.jpg --> ftp.ase.tufts.edu /ase/studentorganizations/csa/pix/thumbnails/03-04/1st meeting DSCF0108-vi.jpg
104.01.26 18:28 B T:\commy\03-04\1st meeting\DSCF0109-vi.jpg --> ftp.ase.tufts.edu /ase/studentorganizations/csa/pix/thumbnails/03-04/1st meeting DSCF0109-vi.jpg
104.01.26 18:28 B T:\commy\03-04\1st meeting\DSCF0110-vi.jpg --> ftp.ase.tufts.edu /ase/studentorganizations/csa/pix/thumbnails/03-04/1st meeting DSCF0110-vi.jpg
104.01.26 18:28 B T:\commy\03-04\1st meeting\DSCF0111-vi.jpg --> ftp.ase.tufts.edu /ase/studentorganizations/csa/pix/thumbnails/03-04/1st meeting DSCF0111-vi.jpg
104.01.26 18:28 B T:\commy\03-04\1st meeting\DSCF0112-vi.jpg --> ftp.ase.tufts.edu /ase/studentorganizations/csa/pix/thumbnails/03-04/1st meeting DSCF0112-vi.jpg
104.01.26 18:28 B T:\commy\03-04\1st meeting\DSCF0113-vi.jpg --> ftp.ase.tufts.edu /ase/studentorganizations/csa/pix/thumbnails/03-04/1st meeting DSCF0113-vi.jpg
104.01.26 18:28 B T:\commy\03-04\1st meeting\DSCF0114-vi.jpg --> ftp.ase.tufts.edu /ase/studentorganizations/csa/pix/thumbnails/03-04/1st meeting DSCF0114-vi.jpg
104.01.26 18:28 B T:\commy\03-04\1st meeting\DSCF0116-vi.jpg --> ftp.ase.tufts.edu /ase/studentorganizations/csa/pix/thumbnails/03-04/1st meeting DSCF0116-vi.jpg
104.01.26 18:28 B T:\commy\03-04\1st meeting\DSCF0117-vi.jpg --> ftp.ase.tufts.edu /ase/studentorganizations/csa/pix/thumbnails/03-04/1st meeting DSCF0117-vi.jpg
104.01.26 18:28 B T:\commy\03-04\1st meeting\DSCF0118-vi.jpg --> ftp.ase.tufts.edu /ase/studentorganizations/csa/pix/thumbnails/03-04/1st meeting DSCF0118-vi.jpg
104.01.26 18:28 B T:\commy\03-04\1st meeting\DSCF0119-vi.jpg --> ftp.ase.tufts.edu /ase/studentorganizations/csa/pix/thumbnails/03-04/1st meeting DSCF0119-vi.jpg
104.01.26 18:28 B T:\commy\03-04\1st meeting\DSCF0120-vi.jpg --> ftp.ase.tufts.edu /ase/studentorganizations/csa/pix/thumbnails/03-04/1st meeting DSCF0120-vi.jpg
104.01.26 18:28 B T:\commy\03-04\1st meeting\DSCF0121-vi.jpg --> ftp.ase.tufts.edu /ase/studentorganizations/csa/pix/thumbnails/03-04/1st meeting DSCF0121-vi.jpg
104.01.26 18:28 B T:\commy\03-04\1st meeting\DSCF0122-vi.jpg --> ftp.ase.tufts.edu /ase/studentorganizations/csa/pix/thumbnails/03-04/1st meeting DSCF0122-vi.jpg
104.01.26 18:28 B T:\commy\03-04\1st meeting\DSCF0123-vi.jpg --> ftp.ase.tufts.edu /ase/studentorganizations/csa/pix/thumbnails/03-04/1st meeting DSCF0123-vi.jpg
104.01.26 18:28 B T:\commy\03-04\1st meeting\DSCF0124-vi.jpg --> ftp.ase.tufts.edu /ase/studentorganizations/csa/pix/thumbnails/03-04/1st meeting DSCF0124-vi.jpg
104.01.26 18:28 B T:\commy\03-04\1st meeting\DSCF0125-vi.jpg --> ftp.ase.tufts.edu /ase/studentorganizations/csa/pix/thumbnails/03-04/1st meeting DSCF0125-vi.jpg
