104.01.26 18:02 B T:\commy\03-04\utopia\bostoncruise03001-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/utopia bostoncruise03001-vi.jpg
104.01.26 18:02 B T:\commy\03-04\utopia\DSCF0001-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/utopia DSCF0001-vi.jpg
104.01.26 18:02 B T:\commy\03-04\utopia\DSCF0002-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/utopia DSCF0002-vi.jpg
104.01.26 18:02 B T:\commy\03-04\utopia\DSCF0003-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/utopia DSCF0003-vi.jpg
104.01.26 18:02 B T:\commy\03-04\utopia\DSCF0004-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/utopia DSCF0004-vi.jpg
104.01.26 18:02 B T:\commy\03-04\utopia\DSCF0005-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/utopia DSCF0005-vi.jpg
104.01.26 18:02 B T:\commy\03-04\utopia\DSCF0006-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/utopia DSCF0006-vi.jpg
104.01.26 18:02 B T:\commy\03-04\utopia\DSCF0007-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/utopia DSCF0007-vi.jpg
104.01.26 18:02 B T:\commy\03-04\utopia\DSCF0008-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/utopia DSCF0008-vi.jpg
104.01.26 18:02 B T:\commy\03-04\utopia\DSCF0009-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/utopia DSCF0009-vi.jpg
104.01.26 18:02 B T:\commy\03-04\utopia\DSCF0011-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/utopia DSCF0011-vi.jpg
104.01.26 18:02 B T:\commy\03-04\utopia\DSCF0012-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/utopia DSCF0012-vi.jpg
104.01.26 18:02 B T:\commy\03-04\utopia\DSCF0013-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/utopia DSCF0013-vi.jpg
104.01.26 18:02 B T:\commy\03-04\utopia\DSCF0014-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/utopia DSCF0014-vi.jpg
104.01.26 18:02 B T:\commy\03-04\utopia\DSCF0015-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/utopia DSCF0015-vi.jpg
104.01.26 18:02 B T:\commy\03-04\utopia\DSCF0016-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/utopia DSCF0016-vi.jpg
104.01.26 18:02 B T:\commy\03-04\utopia\DSCF0017-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/utopia DSCF0017-vi.jpg
104.01.26 18:02 B T:\commy\03-04\utopia\DSCF0018-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/utopia DSCF0018-vi.jpg
104.01.26 18:02 B T:\commy\03-04\utopia\DSCF0019-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/utopia DSCF0019-vi.jpg
104.01.26 18:02 B T:\commy\03-04\utopia\DSCF0020-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/utopia DSCF0020-vi.jpg
104.01.26 18:02 B T:\commy\03-04\utopia\DSCF0021-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/utopia DSCF0021-vi.jpg
104.01.26 18:02 B T:\commy\03-04\utopia\DSCF0023-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/utopia DSCF0023-vi.jpg
104.01.26 18:02 B T:\commy\03-04\utopia\DSCF0024-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/utopia DSCF0024-vi.jpg
104.01.26 18:02 B T:\commy\03-04\utopia\DSCF0025-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/utopia DSCF0025-vi.jpg
104.01.26 18:02 B T:\commy\03-04\utopia\DSCF0026-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/utopia DSCF0026-vi.jpg
104.01.26 18:02 B T:\commy\03-04\utopia\DSCF0027-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/utopia DSCF0027-vi.jpg
104.01.26 18:02 B T:\commy\03-04\utopia\DSCF0028-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/utopia DSCF0028-vi.jpg
104.01.26 18:02 B T:\commy\03-04\utopia\DSCF0029-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/utopia DSCF0029-vi.jpg
104.01.26 18:02 B T:\commy\03-04\utopia\DSCF0030-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/utopia DSCF0030-vi.jpg
104.01.26 18:02 B T:\commy\03-04\utopia\DSCF0031-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/utopia DSCF0031-vi.jpg
104.01.26 18:02 B T:\commy\03-04\utopia\DSCF0032-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/utopia DSCF0032-vi.jpg
104.01.26 18:02 B T:\commy\03-04\utopia\DSCF0033-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/utopia DSCF0033-vi.jpg
104.01.26 18:02 B T:\commy\03-04\utopia\DSCF0034-vi.jpg <--  /ase/studentorganizations/csa/pix/03-04/utopia DSCF0034-vi.jpg
104.01.26 18:28 B T:\commy\03-04\utopia\bostoncruise03001-vi.jpg --> ftp.ase.tufts.edu /ase/studentorganizations/csa/pix/thumbnails/03-04/utopia bostoncruise03001-vi.jpg
104.01.26 18:28 B T:\commy\03-04\utopia\DSCF0001-vi.jpg --> ftp.ase.tufts.edu /ase/studentorganizations/csa/pix/thumbnails/03-04/utopia DSCF0001-vi.jpg
104.01.26 18:28 B T:\commy\03-04\utopia\DSCF0002-vi.jpg --> ftp.ase.tufts.edu /ase/studentorganizations/csa/pix/thumbnails/03-04/utopia DSCF0002-vi.jpg
104.01.26 18:28 B T:\commy\03-04\utopia\DSCF0003-vi.jpg --> ftp.ase.tufts.edu /ase/studentorganizations/csa/pix/thumbnails/03-04/utopia DSCF0003-vi.jpg
104.01.26 18:28 B T:\commy\03-04\utopia\DSCF0004-vi.jpg --> ftp.ase.tufts.edu /ase/studentorganizations/csa/pix/thumbnails/03-04/utopia DSCF0004-vi.jpg
104.01.26 18:28 B T:\commy\03-04\utopia\DSCF0005-vi.jpg --> ftp.ase.tufts.edu /ase/studentorganizations/csa/pix/thumbnails/03-04/utopia DSCF0005-vi.jpg
104.01.26 18:28 B T:\commy\03-04\utopia\DSCF0006-vi.jpg --> ftp.ase.tufts.edu /ase/studentorganizations/csa/pix/thumbnails/03-04/utopia DSCF0006-vi.jpg
104.01.26 18:28 B T:\commy\03-04\utopia\DSCF0007-vi.jpg --> ftp.ase.tufts.edu /ase/studentorganizations/csa/pix/thumbnails/03-04/utopia DSCF0007-vi.jpg
104.01.26 18:28 B T:\commy\03-04\utopia\DSCF0008-vi.jpg --> ftp.ase.tufts.edu /ase/studentorganizations/csa/pix/thumbnails/03-04/utopia DSCF0008-vi.jpg
104.01.26 18:28 B T:\commy\03-04\utopia\DSCF0009-vi.jpg --> ftp.ase.tufts.edu /ase/studentorganizations/csa/pix/thumbnails/03-04/utopia DSCF0009-vi.jpg
104.01.26 18:28 B T:\commy\03-04\utopia\DSCF0011-vi.jpg --> ftp.ase.tufts.edu /ase/studentorganizations/csa/pix/thumbnails/03-04/utopia DSCF0011-vi.jpg
104.01.26 18:28 B T:\commy\03-04\utopia\DSCF0012-vi.jpg --> ftp.ase.tufts.edu /ase/studentorganizations/csa/pix/thumbnails/03-04/utopia DSCF0012-vi.jpg
104.01.26 18:28 B T:\commy\03-04\utopia\DSCF0013-vi.jpg --> ftp.ase.tufts.edu /ase/studentorganizations/csa/pix/thumbnails/03-04/utopia DSCF0013-vi.jpg
104.01.26 18:28 B T:\commy\03-04\utopia\DSCF0014-vi.jpg --> ftp.ase.tufts.edu /ase/studentorganizations/csa/pix/thumbnails/03-04/utopia DSCF0014-vi.jpg
104.01.26 18:28 B T:\commy\03-04\utopia\DSCF0015-vi.jpg --> ftp.ase.tufts.edu /ase/studentorganizations/csa/pix/thumbnails/03-04/utopia DSCF0015-vi.jpg
104.01.26 18:28 B T:\commy\03-04\utopia\DSCF0016-vi.jpg --> ftp.ase.tufts.edu /ase/studentorganizations/csa/pix/thumbnails/03-04/utopia DSCF0016-vi.jpg
104.01.26 18:28 B T:\commy\03-04\utopia\DSCF0017-vi.jpg --> ftp.ase.tufts.edu /ase/studentorganizations/csa/pix/thumbnails/03-04/utopia DSCF0017-vi.jpg
104.01.26 18:28 B T:\commy\03-04\utopia\DSCF0018-vi.jpg --> ftp.ase.tufts.edu /ase/studentorganizations/csa/pix/thumbnails/03-04/utopia DSCF0018-vi.jpg
104.01.26 18:28 B T:\commy\03-04\utopia\DSCF0019-vi.jpg --> ftp.ase.tufts.edu /ase/studentorganizations/csa/pix/thumbnails/03-04/utopia DSCF0019-vi.jpg
104.01.26 18:28 B T:\commy\03-04\utopia\DSCF0020-vi.jpg --> ftp.ase.tufts.edu /ase/studentorganizations/csa/pix/thumbnails/03-04/utopia DSCF0020-vi.jpg
104.01.26 18:28 B T:\commy\03-04\utopia\DSCF0021-vi.jpg --> ftp.ase.tufts.edu /ase/studentorganizations/csa/pix/thumbnails/03-04/utopia DSCF0021-vi.jpg
104.01.26 18:28 B T:\commy\03-04\utopia\DSCF0023-vi.jpg --> ftp.ase.tufts.edu /ase/studentorganizations/csa/pix/thumbnails/03-04/utopia DSCF0023-vi.jpg
104.01.26 18:28 B T:\commy\03-04\utopia\DSCF0024-vi.jpg --> ftp.ase.tufts.edu /ase/studentorganizations/csa/pix/thumbnails/03-04/utopia DSCF0024-vi.jpg
104.01.26 18:28 B T:\commy\03-04\utopia\DSCF0025-vi.jpg --> ftp.ase.tufts.edu /ase/studentorganizations/csa/pix/thumbnails/03-04/utopia DSCF0025-vi.jpg
104.01.26 18:28 B T:\commy\03-04\utopia\DSCF0026-vi.jpg --> ftp.ase.tufts.edu /ase/studentorganizations/csa/pix/thumbnails/03-04/utopia DSCF0026-vi.jpg
104.01.26 18:28 B T:\commy\03-04\utopia\DSCF0027-vi.jpg --> ftp.ase.tufts.edu /ase/studentorganizations/csa/pix/thumbnails/03-04/utopia DSCF0027-vi.jpg
